,0,1,3,mean,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU536,0.000169680581527337,9.14564438686076e-05,0,8.70456751319816e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,?,?
OTU554,0.000573579464434138,0.00016910945913519,0,0.000247562974523109,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,?
OTU37,0.174584646903954,0.157017439954361,0.0716033305554158,0.134401805804577,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,?
OTU214,0.00337145030090589,0.00199942446953618,0.00255454669471562,0.00264180715505256,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,?,?
OTU231,0.00484812898292981,0.000948166404369509,0.000224509568043775,0.00200693498511436,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria sp. oral clone AP060
OTU16,0.699536903741069,0.202088021222836,0.0208067438998582,0.307477222954588,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,?
OTU363,0.00190763321035861,0.000265531413237378,0,0.000724388207865328,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,?
OTU471,0.000879065463127832,3.10612061066331e-05,0,0.000303375556411488,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,?
OTU266,0.00250171070211497,0.000390661946538047,0.000127680177311772,0.0010066842753216,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria meningitidis
OTU579,0.000204851161318839,0,3.92695857058708e-05,8.137358234157e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella,?
OTU416,0.000633485548683187,3.04854812895359e-05,0,0.000221323676657574,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,?
OTU182,0.00645330586051484,0.00821529963606167,0.0016905484638974,0.00545305132015797,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria elongata
OTU811,2.21926320461607e-05,3.10612061066331e-05,3.92695857058708e-05,3.08411412862215e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,Propionibacter sp.
OTU458,9.64491408150766e-05,0.000228641109671519,9.61876836421606e-05,0.000140425978042919,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Ottowia sp.
OTU705,0,0,0.000894462031511634,0.000298154010503878,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,?,?
OTU190,0.00364832623743534,0.00389936594989964,0.00067623969414271,0.00274131062715923,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis
OTU410,8.31688813606757e-05,3.19888438381809e-05,0.00310425218597113,0.00107313663705666,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,?
OTU279,0.154711565678053,0,0,0.0515705218926844,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis universalis
OTU8,0.605747583117909,0.328370948445743,0.000129599676388371,0.31141604374668,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
OTU737,0,2.87802912565475e-05,0,9.59343041884917e-06,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
OTU66,0.000292831799396789,0.000579224144501181,0.00246711109914559,0.00111305568101452,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis
OTU573,0.000178429474729529,1.52427406447679e-05,0.000170754293808869,0.000121475503061055,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Faucicola,Faucicola mancuniensis
OTU222,0.00209764569529477,0.0064171938114473,0.00574503800766859,0.00475329250480355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,?
OTU302,0.00537296618064432,0,0,0.00179098872688144,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,?
OTU602,0,0,0.000501345926998931,0.000167115308999644,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri
OTU163,0.00905070321624314,0.00205043862353451,0.00148315756113509,0.00419476646697092,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,?
OTU197,0.00293220653573164,0.00100596225697267,0.000650456609191288,0.00152954180063187,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
OTU31,0.245050799238291,0.0379334215053731,0.00759608457637914,0.0968601017733476,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
OTU40,0.035984306381155,0.0105460446361934,0.00920356499559044,0.018577972004313,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
OTU263,0.00143586260314805,0.000336220059911678,0.00120466969452426,0.000992250785861327,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus
OTU174,0.00981014057601966,0.00200369746105278,0.00050297935087851,0.00410560579598365,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus
OTU395,0.000940705834004877,0.000161371304179437,3.55669369753877e-05,0.0003792146917199,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,?
OTU90,0.023691936680306,0.000563044008760773,0.00591841603135288,0.0100577989068066,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,?
OTU216,0.00513316855131112,0.000472524959987806,0.000288238144533585,0.0019646438852775,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus sputorum
OTU438,7.40459944845865e-05,0.000559359856680047,0,0.000211135283721544,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,?
OTU82,0.0415920475216028,0.0143222087401428,0.0108659549560536,0.0222600704059331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis
OTU286,0.136932561180646,0,0,0.0456441870602155,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia sp.
OTU87,2.24592925322852e-05,3.10612061066331e-05,8.93773732901561e-05,4.76326239763582e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli
OTU159,0.0129852640853211,0,0.000217099918124418,0.00440078800114852,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,?
OTU284,0.135858674163932,0,5.69748260053664e-05,0.045305216329979,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,?
OTU532,0.000123533647764825,1.52427406447679e-05,1.7648512230419e-05,5.21416335466706e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis
OTU713,0.000122975347435541,4.60160843428524e-05,0,5.63304772594646e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium valvarum
OTU417,0.0546277319849806,0,0,0.0182092439949935,Bacteria,Proteobacteria,Alphaproteobacteria,?,uncultured Rhodospirillales bacterium,?,?
OTU719,0,0,1.7648512230419e-05,5.88283741013966e-06,Bacteria,Proteobacteria,Alphaproteobacteria,?,?,?,?
OTU734,0,0,0.000586608499184481,0.000195536166394827,?,Unknown,?,?,?,?,?
OTU787,2.24592925322852e-05,0,7.18033852605813e-05,3.14208925976222e-05,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,?
OTU829,1.85384301657336e-05,0,0,6.17947672191119e-06,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,?
OTU433,5.85838906377074e-05,1.67624922473473e-05,0.00141888015978493,0.00049807551422333,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,?
OTU54,0.0557251370655262,0.00281991073272654,0.000205077755432325,0.0195833751845617,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,?,?
OTU23,0.0533255969373996,0.000754497808679269,0.000428584381830408,0.0181695597093031,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,?
OTU98,0.120074643503345,0.000499305388486778,3.63609919278598e-05,0.04020343662792,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,?
OTU442,0.0364499877476518,0,1.46087769531935e-05,0.0121548655082017,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,?
OTU643,0.00914924588718638,6.26684213824654e-05,0.00025687490869374,0.00315626307242086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,?
OTU766,2.45741502744044e-05,0,0,8.19138342480148e-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,?,?
OTU103,0.0069089702783464,0.00624053756581463,0.000137598899208806,0.00442903558112328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,?
OTU50,0.000449421383045444,9.46572652206463e-05,0.463968331491034,0.154837470046433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,?,?
OTU591,7.61324454797831e-05,0.000152058377649895,0,7.60636077098925e-05,Bacteria,Proteobacteria,Alphaproteobacteria,?,?,?,?
OTU827,0,0,0.000692278195245196,0.000230759398415065,?,Unknown,?,?,?,?,?
OTU287,0.000242317517670801,0.000316583203822023,0,0.000186300240497608,?,Unknown,?,?,?,?,?
OTU781,0,0,0.00138482766179091,0.000461609220596971,?,Unknown,?,?,?,?,?
OTU633,0.00043277351984476,0,0,0.000144257839948253,?,Unknown,?,?,?,?,?
OTU832,0,0,0.000676074546445157,0.000225358182148386,?,Unknown,?,?,?,?,?
OTU774,5.58417444960981e-05,3.83737216753967e-05,0,3.14051553904982e-05,?,Unknown,?,?,?,?,?
OTU715,0.000183738124312576,0,0,6.12460414375255e-05,?,Unknown,?,?,?,?,?
OTU385,0.00258179634154043,0.000174645488479124,0.000178699427821998,0.000978380419280517,?,Unknown,?,?,?,?,?
OTU73,0.000147978981824992,0,0,4.93263272749975e-05,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,?
OTU623,0.000464978757247743,0,3.92695857058708e-05,0.000168082780984538,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,?,?
OTU336,0.00133220944751804,0.000289612072250591,0,0.00054060717325621,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,uncultured Bacteroidetes bacterium
OTU632,2.94206391926373e-05,0,0,9.80687973087909e-06,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,Bacteroidales genomosp.
OTU489,0.000193061643630581,7.66433994082385e-05,3.51951424000949e-05,0.000101633395146305,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,?
OTU535,0.000769627168437074,0,0,0.000256542389479025,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,?,?
OTU690,0.000101837843663746,1.55306030533166e-05,5.29455366912569e-05,5.67713278027731e-05,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?
OTU223,0.00443221393304985,0.00195000499064691,0.00101478663944518,0.00246566852104731,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Bacteroides sp.
OTU467,0.000216314139164069,0.000148273727540811,1.7648512230419e-05,0.000127412126311766,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia
OTU638,7.14909249064434e-05,1.55397740516853e-05,1.7648512230419e-05,3.48930703961826e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales Incertae Sedis,Phocaeicola,Phocaeicola abscessus
OTU94,0.0248883899612336,0.0464173565246616,0.00148888015866344,0.0242648755481862,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?
OTU58,0.111309695032224,0.0234485882025799,0.00221026540335157,0.0456561828793852,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?
OTU41,0.13245793102583,0.0377076866917994,0.100744060196949,0.0903032259715263,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?
OTU727,5.05319590525544e-05,1.55306030533166e-05,0,2.20208540352903e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?
OTU74,0.0457193254535832,0.00999582771404852,0.0270866997982036,0.0276006176552784,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?
OTU176,0.0106792437967547,0.000235663336717741,0.00542977870312955,0.00544822861220067,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?
OTU77,0.0663004375945727,0.0208937819881288,0.00182901636794501,0.0296744119835488,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella pallens
OTU101,0.0187334882974516,0.0121142115924354,0.00091747748915357,0.0105883924596802,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens
OTU126,0.0194564710447442,0.00441407546508277,0.000634205786411677,0.00816825076541289,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?
OTU80,0.0333529771607647,0.0225807613457434,0.00190426969624645,0.0192793360675848,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia
OTU687,0.00030021805402829,5.34430697699276e-05,2.0115058132518e-05,0.000124592060643578,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU170,0.0127420570335162,0.0019333136365434,0.00127290854330032,0.00531609307111997,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nanceiensis
OTU370,0.0017394388185487,5.40454617577137e-05,1.75466301696759e-05,0.000603676970158695,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?
OTU342,0.00209654486928506,9.19901839955613e-05,8.81406790913518e-05,0.000758891910790659,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU372,0.00113271851281487,0.00037622380179695,8.84105916059015e-05,0.00053245096873924,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Prevotella buccae
OTU409,0.000142660326690489,0.000124387776339936,0.000135457269348031,0.000134168457459486,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral clone IK053
OTU312,0.00137145740428783,0.000556223876540327,0.000671369404014929,0.000866350228281029,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?
OTU155,0.0110066797842919,0.00587223792772065,0.000569247139279024,0.00581605495043051,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella shahii
OTU325,0.00110997079283512,0.000769462841657418,0.000153375705616063,0.000677603113369534,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Prevotella dentalis
OTU212,0.00602710838052624,0.00205665886382452,0.000451270340184542,0.00284501252817843,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?
OTU625,0.000478417312561058,0,0,0.000159472437520353,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU331,0.00219524547642219,0.000287711205673278,0.000223699830500126,0.000902218837531865,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral clone AA020
OTU445,0.000237196806775972,0.000127685778019516,0,0.000121627528265163,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?
OTU218,0.00466788948759524,0.00346814477061295,1.75466301696759e-05,0.00271786029612596,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU257,0.00360946426194738,0.00146331883988704,0.000220537006798743,0.00176444003621106,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Prevotella baroniae
OTU430,0.00077331641336527,0.00072236477393992,0,0.000498560395768397,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU202,0.00999694355900197,0.000790829824556267,0.000121214002155904,0.00363632912857138,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU211,0.00823453424761251,0.00308555203865607,0.000594774614083383,0.00397162030011732,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU293,0.0018980506781386,0.00105102978559738,1.75466301696759e-05,0.000988875697968551,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU601,0.000565633486426601,4.22521379382804e-05,3.55669369753877e-05,0.000214484187113423,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU289,0.00400414093629593,0.00071887517590164,0,0.00157433870406586,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU132,0.0226524939885225,0.00854878489256699,0.000127512146857966,0.0104429303426491,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Prevotella denticola
OTU330,0.00221361101746215,0.000958851054109402,3.92695857058708e-05,0.00107057721909247,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
